P_A,P_B,P_C,sigA,sigB,sigC,count,n_min,n_max,top_e (bis 5)
85,3829,121,5·17,7·547,11·11,1,511956445,511956445,13×1
85,3781,121,5·17,19·199,11·11,1,505538605,505538605,13×1
85,1393,253,5·17,7·199,11·23,1,389434045,389434045,13×1
85,1273,517,5·17,19·67,11·47,1,727245805,727245805,13×1
85,1273,529,5·17,19·67,23·23,1,744125785,744125785,13×1
85,1273,649,5·17,19·67,11·59,1,912925585,912925585,13×1
25,49,58333,5·5,7·7,11·5303,1,928953025,928953025,13×1
85,1333,253,5·17,31·43,11·23,1,372660145,372660145,13×1
85,1333,517,5·17,31·43,11·47,1,761522905,761522905,13×1
85,1333,529,5·17,31·43,23·23,1,779198485,779198485,13×1
85,1333,649,5·17,31·43,11·59,1,955954285,955954285,13×1
25,49,58213,5·5,7·7,23·2531,1,927042025,927042025,13×1
85,1393,517,5·17,7·199,11·47,1,795800005,795800005,13×1
25,49,57997,5·5,7·7,59·983,1,923602225,923602225,13×1
85,1393,529,5·17,7·199,23·23,1,814271185,814271185,13×1
85,1393,649,5·17,7·199,11·59,1,998982985,998982985,13×1
25,49,58069,5·5,7·7,11·5279,1,924748825,924748825,13×1
85,1477,253,5·17,7·211,11·23,1,412917505,412917505,13×1
85,1477,517,5·17,7·211,11·47,1,843787945,843787945,13×1
85,1477,529,5·17,7·211,23·23,1,863372965,863372965,13×1
25,49,58033,5·5,7·7,131·443,1,924175525,924175525,13×1
85,1501,253,5·17,19·79,11·23,1,419627065,419627065,13×1
85,1501,517,5·17,19·79,11·47,1,857498785,857498785,13×1
85,1273,253,5·17,19·67,11·23,1,355886245,355886245,13×1
25,49,58489,5·5,7·7,23·2543,1,931437325,931437325,13×1
85,1141,781,5·17,7·163,11·71,1,984688705,984688705,13×1
85,1141,649,5·17,7·163,11·59,1,818262445,818262445,13×1
85,961,781,5·17,31·31,11·71,1,829347805,829347805,13×1
85,961,913,5·17,31·31,11·83,1,969519265,969519265,13×1
25,49,59389,5·5,7·7,11·5399,1,945769825,945769825,13×1
25,49,59317,5·5,7·7,23·2579,1,944623225,944623225,13×1
85,973,517,5·17,7·139,11·47,1,555860305,555860305,13×1
85,973,529,5·17,7·139,23·23,1,568762285,568762285,13×1
85,973,649,5·17,7·139,11·59,1,697782085,697782085,13×1
85,973,781,5·17,7·139,11·71,1,839703865,839703865,13×1
85,973,913,5·17,7·139,11·83,1,981625645,981625645,13×1
25,49,59257,5·5,7·7,11·5387,1,943667725,943667725,13×1
25,49,59173,5·5,7·7,47·1259,1,942330025,942330025,13×1
85,1057,517,5·17,7·151,11·47,1,603848245,603848245,13×1
85,1057,529,5·17,7·151,23·23,1,617864065,617864065,13×1
85,1057,649,5·17,7·151,11·59,1,758022265,758022265,13×1
85,1057,781,5·17,7·151,11·71,1,912196285,912196285,13×1
25,49,58861,5·5,7·7,11·5351,1,937361425,937361425,13×1
25,49,58717,5·5,7·7,71·827,1,935068225,935068225,13×1
85,1141,517,5·17,7·163,11·47,1,651836185,651836185,13×1
85,1141,529,5·17,7·163,23·23,1,666965845,666965845,13×1
85,1501,529,5·17,19·79,23·23,1,877402045,877402045,13×1
85,1561,253,5·17,7·223,11·23,1,436400965,436400965,13×1
85,3661,121,5·17,7·523,11·11,1,489494005,489494005,13×1
85,3097,253,5·17,19·163,11·23,1,865812805,865812805,13×1
85,2653,121,5·17,7·379,11·11,1,354719365,354719365,13×1
85,2653,253,5·17,7·379,11·23,1,741685945,741685945,13×1
85,2869,121,5·17,19·151,11·11,1,383599645,383599645,13×1
85,2869,253,5·17,19·151,11·23,1,802071985,802071985,13×1
85,2881,121,5·17,43·67,11·11,1,385204105,385204105,13×1
85,2881,253,5·17,43·67,11·23,1,805426765,805426765,13×1
85,3073,121,5·17,7·439,11·11,1,410875465,410875465,13×1
85,3073,253,5·17,7·439,11·23,1,859103245,859103245,13×1
85,3097,121,5·17,19·163,11·11,1,414084385,414084385,13×1
85,3193,121,5·17,31·103,11·11,1,426920065,426920065,13×1
85,1561,517,5·17,7·223,11·47,1,891775885,891775885,13×1
85,3193,253,5·17,31·103,11·23,1,892651045,892651045,13×1
85,3241,121,5·17,7·463,11·11,1,433337905,433337905,13×1
85,3241,253,5·17,7·463,11·23,1,906070165,906070165,13×1
85,3397,121,5·17,43·79,11·11,1,454195885,454195885,13×1
85,3397,253,5·17,43·79,11·23,1,949682305,949682305,13×1
85,3409,121,5·17,7·487,11·11,1,455800345,455800345,13×1
85,3409,253,5·17,7·487,11·23,1,953037085,953037085,13×1
85,3493,121,5·17,7·499,11·11,1,467031565,467031565,13×1
85,3493,253,5·17,7·499,11·23,1,976520545,976520545,13×1
85,2641,253,5·17,19·139,11·23,1,738331165,738331165,13×1
85,2641,121,5·17,19·139,11·11,1,353114905,353114905,13×1
85,2569,253,5·17,7·367,11·23,1,718202485,718202485,13×1
25,49,56557,5·5,7·7,23·2459,1,900670225,900670225,13×1
85,1561,529,5·17,7·223,23·23,1,912474745,912474745,13×1
25,49,57949,5·5,7·7,167·347,1,922837825,922837825,13×1
85,1849,253,5·17,43·43,11·23,1,516915685,516915685,13×1
25,49,57541,5·5,7·7,11·5231,1,916340425,916340425,13×1
85,1897,253,5·17,7·271,11·23,1,530334805,530334805,13×1
25,49,57481,5·5,7·7,47·1223,1,915384925,915384925,13×1
85,1957,253,5·17,19·103,11·23,1,547108705,547108705,13×1
25,49,57289,5·5,7·7,59·971,1,912327325,912327325,13×1
85,1981,253,5·17,7·283,11·23,1,553818265,553818265,13×1
25,49,57121,5·5,7·7,239·239,1,909651925,909651925,13×1
85,2077,253,5·17,31·67,11·23,1,580656505,580656505,13×1
25,49,56977,5·5,7·7,227·251,1,907358725,907358725,13×1
85,2149,253,5·17,7·307,11·23,1,600785185,600785185,13×1
25,49,56881,5·5,7·7,11·5171,1,905829925,905829925,13×1
85,2317,253,5·17,7·331,11·23,1,647752105,647752105,13×1
25,49,56689,5·5,7·7,83·683,1,902772325,902772325,13×1
85,2413,253,5·17,19·127,11·23,1,674590345,674590345,13×1
25,49,56617,5·5,7·7,11·5147,1,901625725,901625725,13×1
85,2449,253,5·17,31·79,11·23,1,684654685,684654685,13×1
85,49,16117,5·17,7·7,71·227,1,872654965,872654965,13×1
85,49,15961,5·17,7·7,11·1451,1,864208345,864208345,13×1
85,49,15853,5·17,7·7,83·191,1,858360685,858360685,13×1
25,14953,121,5·5,19·787,11·11,1,588026725,588026725,13×1
25,14077,121,5·5,7·2011,11·11,1,553578025,553578025,13×1
25,14137,121,5·5,67·211,11·11,1,555937525,555937525,13×1
25,14233,121,5·5,43·331,11·11,1,559712725,559712725,13×1
25,14269,121,5·5,19·751,11·11,1,561128425,561128425,13×1
25,14317,121,5·5,103·139,11·11,1,563016025,563016025,13×1
25,14353,121,5·5,31·463,11·11,1,564431725,564431725,13×1
25,14581,121,5·5,7·2083,11·11,1,573397825,573397825,13×1
25,14917,121,5·5,7·2131,11·11,1,586611025,586611025,13×1
25,14941,121,5·5,67·223,11·11,1,587554825,587554825,13×1
25,15001,121,5·5,7·2143,11·11,1,589914325,589914325,13×1
25,13993,121,5·5,7·1999,11·11,1,550274725,550274725,13×1
25,15097,121,5·5,31·487,11·11,1,593689525,593689525,13×1
25,15253,121,5·5,7·2179,11·11,1,599824225,599824225,13×1
25,15409,121,5·5,19·811,11·11,1,605958925,605958925,13×1
25,15421,121,5·5,7·2203,11·11,1,606430825,606430825,13×1
25,15469,121,5·5,31·499,11·11,1,608318425,608318425,13×1
25,15553,121,5·5,103·151,11·11,1,611621725,611621725,13×1
25,15637,121,5·5,19·823,11·11,1,614925025,614925025,13×1
25,15673,121,5·5,7·2239,11·11,1,616340725,616340725,13×1
25,15721,121,5·5,79·199,11·11,1,618228325,618228325,13×1
25,14041,121,5·5,19·739,11·11,1,552162325,552162325,13×1
25,13909,121,5·5,7·1987,11·11,1,546971425,546971425,13×1
85,49,15829,5·17,7·7,11·1439,1,857061205,857061205,13×1
25,12481,121,5·5,7·1783,11·11,1,490815325,490815325,13×1
25,11929,253,5·5,79·151,11·23,1,980862025,980862025,13×1
25,11989,121,5·5,19·631,11·11,1,471467425,471467425,13×1
25,11989,253,5·5,19·631,11·23,1,985795525,985795525,13×1
25,12061,121,5·5,7·1723,11·11,1,474298825,474298825,13×1
25,12061,253,5·5,7·1723,11·23,1,991715725,991715725,13×1
25,12169,121,5·5,43·283,11·11,1,478545925,478545925,13×1
25,12217,121,5·5,19·643,11·11,1,480433525,480433525,13×1
25,12229,121,5·5,7·1747,11·11,1,480905425,480905425,13×1
25,12313,121,5·5,7·1759,11·11,1,484208725,484208725,13×1
25,12817,121,5·5,7·1831,11·11,1,504028525,504028525,13×1
25,13813,121,5·5,19·727,11·11,1,543196225,543196225,13×1
25,12877,121,5·5,79·163,11·11,1,506388025,506388025,13×1
25,13069,121,5·5,7·1867,11·11,1,513938425,513938425,13×1
25,13081,121,5·5,103·127,11·11,1,514410325,514410325,13×1
25,13129,121,5·5,19·691,11·11,1,516297925,516297925,13×1
25,13153,121,5·5,7·1879,11·11,1,517241725,517241725,13×1
25,13201,121,5·5,43·307,11·11,1,519129325,519129325,13×1
25,13333,121,5·5,67·199,11·11,1,524320225,524320225,13×1
25,13609,121,5·5,31·439,11·11,1,535173925,535173925,13×1
25,13657,121,5·5,7·1951,11·11,1,537061525,537061525,13×1
25,15757,121,5·5,7·2251,11·11,1,619644025,619644025,13×1
25,15781,121,5·5,43·367,11·11,1,620587825,620587825,13×1
25,16009,121,5·5,7·2287,11·11,1,629553925,629553925,13×1
25,19117,121,5·5,7·2731,11·11,1,751776025,751776025,13×1
25,18613,121,5·5,7·2659,11·11,1,731956225,731956225,13×1
25,18697,121,5·5,7·2671,11·11,1,735259525,735259525,13×1
25,18781,121,5·5,7·2683,11·11,1,738562825,738562825,13×1
25,18817,121,5·5,31·607,11·11,1,739978525,739978525,13×1
25,18829,121,5·5,19·991,11·11,1,740450425,740450425,13×1
25,18877,121,5·5,43·439,11·11,1,742338025,742338025,13×1
25,18949,121,5·5,7·2707,11·11,1,745169425,745169425,13×1
25,18961,121,5·5,67·283,11·11,1,745641325,745641325,13×1
25,19033,121,5·5,7·2719,11·11,1,748472725,748472725,13×1
25,19177,121,5·5,127·151,11·11,1,754135525,754135525,13×1
25,16129,121,5·5,127·127,11·11,1,634272925,634272925,13×1
25,19189,121,5·5,31·619,11·11,1,754607425,754607425,13×1
25,19321,121,5·5,139·139,11·11,1,759798325,759798325,13×1
25,19369,121,5·5,7·2767,11·11,1,761685925,761685925,13×1
25,19537,121,5·5,7·2791,11·11,1,768292525,768292525,13×1
25,19561,121,5·5,31·631,11·11,1,769236325,769236325,13×1
25,19621,121,5·5,7·2803,11·11,1,771595825,771595825,13×1
25,19741,121,5·5,19·1039,11·11,1,776314825,776314825,13×1
25,19909,121,5·5,43·463,11·11,1,782921425,782921425,13×1
25,19933,121,5·5,31·643,11·11,1,783865225,783865225,13×1
25,18529,121,5·5,7·2647,11·11,1,728652925,728652925,13×1
25,18373,121,5·5,19·967,11·11,1,722518225,722518225,13×1
25,18157,121,5·5,67·271,11·11,1,714024025,714024025,13×1
25,17857,121,5·5,7·2551,11·11,1,702226525,702226525,13×1
25,16177,121,5·5,7·2311,11·11,1,636160525,636160525,13×1
25,16213,121,5·5,31·523,11·11,1,637576225,637576225,13×1
25,16297,121,5·5,43·379,11·11,1,640879525,640879525,13×1
25,16321,121,5·5,19·859,11·11,1,641823325,641823325,13×1
25,16429,121,5·5,7·2347,11·11,1,646070425,646070425,13×1
25,16597,121,5·5,7·2371,11·11,1,652677025,652677025,13×1
25,16669,121,5·5,79·211,11·11,1,655508425,655508425,13×1
25,16681,121,5·5,7·2383,11·11,1,655980325,655980325,13×1
25,16777,121,5·5,19·883,11·11,1,659755525,659755525,13×1
25,16789,121,5·5,103·163,11·11,1,660227425,660227425,13×1
25,16957,121,5·5,31·547,11·11,1,666834025,666834025,13×1
25,17233,121,5·5,19·907,11·11,1,677687725,677687725,13×1
25,17269,121,5·5,7·2467,11·11,1,679103425,679103425,13×1
25,17461,121,5·5,19·919,11·11,1,686653825,686653825,13×1
25,17521,121,5·5,7·2503,11·11,1,689013325,689013325,13×1
25,17617,121,5·5,79·223,11·11,1,692788525,692788525,13×1
25,17653,121,5·5,127·139,11·11,1,694204225,694204225,13×1
25,17701,121,5·5,31·571,11·11,1,696091825,696091825,13×1
25,17773,121,5·5,7·2539,11·11,1,698923225,698923225,13×1
25,11929,121,5·5,79·151,11·11,1,469107925,469107925,13×1
25,11893,253,5·5,7·1699,11·23,1,977901925,977901925,13×1
25,11893,121,5·5,7·1699,11·11,1,467692225,467692225,13×1
25,9313,253,5·5,67·139,11·23,1,765761425,765761425,13×1
25,9073,121,5·5,43·211,11·11,1,356795725,356795725,13×1
25,9073,253,5·5,43·211,11·23,1,746027425,746027425,13×1
25,9121,121,5·5,7·1303,11·11,1,358683325,358683325,13×1
25,9121,253,5·5,7·1303,11·23,1,749974225,749974225,13×1
25,9253,121,5·5,19·487,11·11,1,363874225,363874225,13×1
25,9253,253,5·5,19·487,11·23,1,760827925,760827925,13×1
25,9289,121,5·5,7·1327,11·11,1,365289925,365289925,13×1
25,9289,253,5·5,7·1327,11·23,1,763788025,763788025,13×1
25,9313,121,5·5,67·139,11·11,1,366233725,366233725,13×1
25,9481,121,5·5,19·499,11·11,1,372840325,372840325,13×1
25,9961,253,5·5,7·1423,11·23,1,819043225,819043225,13×1
25,9481,253,5·5,19·499,11·23,1,779575225,779575225,13×1
25,9517,121,5·5,31·307,11·11,1,374256025,374256025,13×1
25,9517,253,5·5,31·307,11·23,1,782535325,782535325,13×1
25,9589,121,5·5,43·223,11·11,1,377087425,377087425,13×1
25,9589,253,5·5,43·223,11·23,1,788455525,788455525,13×1
25,9793,121,5·5,7·1399,11·11,1,385109725,385109725,13×1
25,9793,253,5·5,7·1399,11·23,1,805229425,805229425,13×1
25,9937,121,5·5,19·523,11·11,1,390772525,390772525,13×1
25,9937,253,5·5,19·523,11·23,1,817069825,817069825,13×1
25,9037,253,5·5,7·1291,11·23,1,743067325,743067325,13×1
25,9037,121,5·5,7·1291,11·11,1,355380025,355380025,13×1
25,8953,253,5·5,7·1279,11·23,1,736160425,736160425,13×1
25,8953,121,5·5,7·1279,11·11,1,352076725,352076725,13×1
25,7861,253,5·5,7·1123,11·23,1,646370725,646370725,13×1
25,133,16489,5·5,7·19,11·1499,1,712737025,712737025,13×1
25,8137,253,5·5,79·103,11·23,1,669064825,669064825,13×1
25,133,16357,5·5,7·19,11·1487,1,707031325,707031325,13×1
25,8197,253,5·5,7·1171,11·23,1,673998325,673998325,13×1
25,133,16309,5·5,7·19,47·347,1,704956525,704956525,13×1
25,8341,253,5·5,19·439,11·23,1,685838725,685838725,13×1
25,133,16117,5·5,7·19,71·227,1,696657325,696657325,13×1
25,8401,253,5·5,31·271,11·23,1,690772225,690772225,13×1
25,133,15961,5·5,7·19,11·1451,1,689914225,689914225,13×1
25,8509,253,5·5,67·127,11·23,1,699652525,699652525,13×1
25,133,15853,5·5,7·19,83·191,1,685245925,685245925,13×1
25,8557,253,5·5,43·199,11·23,1,703599325,703599325,13×1
25,133,15829,5·5,7·19,11·1439,1,684208525,684208525,13×1
25,8617,253,5·5,7·1231,11·23,1,708532825,708532825,13×1
25,133,15709,5·5,7·19,23·683,1,679021525,679021525,13×1
25,8773,253,5·5,31·283,11·23,1,721359925,721359925,13×1
25,133,15697,5·5,7·19,11·1427,1,678502825,678502825,13×1
25,8797,253,5·5,19·463,11·23,1,723333325,723333325,13×1
25,9961,121,5·5,7·1423,11·11,1,391716325,391716325,13×1
25,10033,121,5·5,79·127,11·11,1,394547725,394547725,13×1
25,11761,253,5·5,19·619,11·23,1,967048225,967048225,13×1
25,11389,121,5·5,7·1627,11·11,1,447872425,447872425,13×1
25,10921,253,5·5,67·163,11·23,1,897979225,897979225,13×1
25,10969,121,5·5,7·1567,11·11,1,431355925,431355925,13×1
25,10969,253,5·5,7·1567,11·23,1,901926025,901926025,13×1
25,10981,121,5·5,79·139,11·11,1,431827825,431827825,13×1
25,10981,253,5·5,79·139,11·23,1,902912725,902912725,13×1
25,11053,121,5·5,7·1579,11·11,1,434659225,434659225,13×1
25,11053,253,5·5,7·1579,11·23,1,908832925,908832925,13×1
25,11377,121,5·5,31·367,11·11,1,447400525,447400525,13×1
25,11377,253,5·5,31·367,11·23,1,935473825,935473825,13×1
25,11389,253,5·5,7·1627,11·23,1,936460525,936460525,13×1
25,10033,253,5·5,79·127,11·23,1,824963425,824963425,13×1
25,11533,121,5·5,19·607,11·11,1,453535225,453535225,13×1
25,11533,253,5·5,19·607,11·23,1,948300925,948300925,13×1
25,11641,121,5·5,7·1663,11·11,1,457782325,457782325,13×1
25,11641,253,5·5,7·1663,11·23,1,957181225,957181225,13×1
25,11653,121,5·5,43·271,11·11,1,458254225,458254225,13×1
25,11653,253,5·5,43·271,11·23,1,958167925,958167925,13×1
25,11749,121,5·5,31·379,11·11,1,462029425,462029425,13×1
25,11749,253,5·5,31·379,11·23,1,966061525,966061525,13×1
25,11761,121,5·5,19·619,11·11,1,462501325,462501325,13×1
25,10921,121,5·5,67·163,11·11,1,429468325,429468325,13×1
25,10849,253,5·5,19·571,11·23,1,892059025,892059025,13×1
25,10849,121,5·5,19·571,11·11,1,426636925,426636925,13×1
25,10801,253,5·5,7·1543,11·23,1,888112225,888112225,13×1
25,10117,121,5·5,67·151,11·11,1,397851025,397851025,13×1
25,10117,253,5·5,67·151,11·23,1,831870325,831870325,13×1
25,10129,121,5·5,7·1447,11·11,1,398322925,398322925,13×1
25,10129,253,5·5,7·1447,11·23,1,832857025,832857025,13×1
25,10213,121,5·5,7·1459,11·11,1,401626225,401626225,13×1
25,10213,253,5·5,7·1459,11·23,1,839763925,839763925,13×1
25,10261,121,5·5,31·331,11·11,1,403513825,403513825,13×1
25,10261,253,5·5,31·331,11·23,1,843710725,843710725,13×1
25,10297,121,5·5,7·1471,11·11,1,404929525,404929525,13×1
25,10297,253,5·5,7·1471,11·23,1,846670825,846670825,13×1
25,10381,121,5·5,7·1483,11·11,1,408232825,408232825,13×1
25,10381,253,5·5,7·1483,11·23,1,853577725,853577725,13×1
25,10393,121,5·5,19·547,11·11,1,408704725,408704725,13×1
25,10393,253,5·5,19·547,11·23,1,854564425,854564425,13×1
25,10609,121,5·5,103·103,11·11,1,417198925,417198925,13×1
25,10609,253,5·5,103·103,11·23,1,872325025,872325025,13×1
25,10717,121,5·5,7·1531,11·11,1,421446025,421446025,13×1
25,10717,253,5·5,7·1531,11·23,1,881205325,881205325,13×1
25,10801,121,5·5,7·1543,11·11,1,424749325,424749325,13×1
25,19957,121,5·5,7·2851,11·11,1,784809025,784809025,13×1
25,19969,121,5·5,19·1051,11·11,1,785280925,785280925,13×1
25,20197,121,5·5,19·1063,11·11,1,794247025,794247025,13×1
85,49,8881,5·17,7·7,83·107,1,480861745,480861745,13×1
85,49,7597,5·17,7·7,71·107,1,411339565,411339565,13×1
85,49,7729,5·17,7·7,59·131,1,418486705,418486705,13×1
85,49,7849,5·17,7·7,47·167,1,424984105,424984105,13×1
85,49,7909,5·17,7·7,11·719,1,428232805,428232805,13×1
85,49,7981,5·17,7·7,23·347,1,432131245,432131245,13×1
85,49,8173,5·17,7·7,11·743,1,442527085,442527085,13×1
85,49,8257,5·17,7·7,23·359,1,447075265,447075265,13×1
85,49,8413,5·17,7·7,47·179,1,455521885,455521885,13×1
85,49,8809,5·17,7·7,23·383,1,476963305,476963305,13×1
85,49,8977,5·17,7·7,47·191,1,486059665,486059665,13×1
85,49,10417,5·17,7·7,11·947,1,564028465,564028465,13×1
85,49,9097,5·17,7·7,11·827,1,492557065,492557065,13×1
85,49,9229,5·17,7·7,11·839,1,499704205,499704205,13×1
85,49,9301,5·17,7·7,71·131,1,503602645,503602645,13×1
85,49,9493,5·17,7·7,11·863,1,513998485,513998485,13×1
85,49,9637,5·17,7·7,23·419,1,521795365,521795365,13×1
85,49,9757,5·17,7·7,11·887,1,528292765,528292765,13×1
85,49,9853,5·17,7·7,59·167,1,533490685,533490685,13×1
85,49,9913,5·17,7·7,23·431,1,536739385,536739385,13×1
85,49,10021,5·17,7·7,11·911,1,542587045,542587045,13×1
85,49,7513,5·17,7·7,11·683,1,406791385,406791385,13×1
85,49,7249,5·17,7·7,11·659,1,392497105,392497105,13×1
85,49,7153,5·17,7·7,23·311,1,387299185,387299185,13×1
85,49,7117,5·17,7·7,11·647,1,385349965,385349965,13×1
25,133,10873,5·5,7·19,83·131,1,469985425,469985425,13×1
25,133,10813,5·5,7·19,11·983,1,467391925,467391925,13×1
25,133,10741,5·5,7·19,23·467,1,464279725,464279725,13×1
25,133,10681,5·5,7·19,11·971,1,461686225,461686225,13×1
25,133,10669,5·5,7·19,47·227,1,461167525,461167525,13×1
25,133,10561,5·5,7·19,59·179,1,456499225,456499225,13×1
25,133,10417,5·5,7·19,11·947,1,450274825,450274825,13×1
25,133,10189,5·5,7·19,23·443,1,440419525,440419525,13×1
25,133,10021,5·5,7·19,11·911,1,433157725,433157725,13×1
25,133,9913,5·5,7·19,23·431,1,428489425,428489425,13×1
25,133,9853,5·5,7·19,59·167,1,425895925,425895925,13×1
25,133,9757,5·5,7·19,11·887,1,421746325,421746325,13×1
25,133,9637,5·5,7·19,23·419,1,416559325,416559325,13×1
25,133,9493,5·5,7·19,11·863,1,410334925,410334925,13×1
25,133,9301,5·5,7·19,71·131,1,402035725,402035725,13×1
25,133,9229,5·5,7·19,11·839,1,398923525,398923525,13×1
25,133,9097,5·5,7·19,11·827,1,393217825,393217825,13×1
85,49,6589,5·17,7·7,11·599,1,356761405,356761405,13×1
85,49,6889,5·17,7·7,83·83,1,373004905,373004905,13×1
85,49,10189,5·17,7·7,23·443,1,551683405,551683405,13×1
85,49,10561,5·17,7·7,59·179,1,571825345,571825345,13×1
